CNPJ,cd_Ugestora,CNPJ BÁSICO_x,CNPJ BÁSICO_y,CNPJ ORDEM,CNPJ DV,IDENTIFICADOR MATRIZ/FILIAL,NOME FANTASIA,SITUAÇÃO CADASTRAL,DATA SITUAÇÃO CADASTRAL,MOTIVO SITUAÇÃO CADASTRAL,NOME DA CIDADE NO EXTERIOR,PAÍS,DATA DE INÍCIO ATIVIDADE,CNAE FISCAL PRINCIPAL,CNAE FISCAL SECUNDÁRIA,TIPO DE LOGRADOURO,LOGRADOURO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICÍPIO,DDD 1,TELEFONE 1,DDD 2,TELEFONE 2,DDD DO FAX,FAX,CORREIO ELETRÔNICO,SITUAÇÃO ESPECIAL,DATA DA SITUAÇÃO ESPECIAL,Código,Cidade
33820785000106,101015,33820785,33820785,0001,06,1.0,,2.0,20190604.0,0.0,,,20190604.0,7490103.0,7210000,RODOVIA,BR-230,SN,LOTE  26 - MORADA NOVA LTO,PARQUE ESPERANCA,58108502.0,PB,1965.0,83.0,32188162.0,,,,,SUCON@EMPAER.PB.GOV.BR,,,1965.0,CABEDELO
33820785000106,320501,33820785,33820785,0001,06,1.0,,2.0,20190604.0,0.0,,,20190604.0,7490103.0,7210000,RODOVIA,BR-230,SN,LOTE  26 - MORADA NOVA LTO,PARQUE ESPERANCA,58108502.0,PB,1965.0,83.0,32188162.0,,,,,SUCON@EMPAER.PB.GOV.BR,,,1965.0,CABEDELO
34058663000189,50001,34058663,34058663,0001,89,1.0,,2.0,20220209.0,0.0,,,19981231.0,8412400.0,,RUA,PROJETADA,SN,,CENTRO,58935000.0,PB,1967.0,83.0,98217815.0,,,,,SECCIPB@GMAIL.COM,,,1967.0,CACHOEIRA DOS INDIOS
34179363000158,90002,34179363,34179363,0001,58,1.0,,2.0,20180824.0,0.0,,,20180824.0,6434400.0,,RUA,GOVERNADOR PEDRO MORENO GONDIM,220,,CENTRO,58950000.0,PB,2093.0,83.0,34921032.0,,,,,,,,2093.0,MONTE HOREBE
34304033000147,101015,34304033,34304033,0001,47,1.0,CONSORCIO NORDESTE,2.0,20190711.0,0.0,,,20190711.0,9430800.0,,SETOR,SETOR DE AUTARQUIAS SUL Q 4 LT 3A,S/N,,BRASILIA,70070936.0,DF,9701.0,63.0,92220378.0,61.0,34126807.0,61.0,34126808.0,ENEDINONETO@UOL.COM.BR,,,9701.0,BRASILIA
34345209000109,20001,34345209,34345209,0001,09,1.0,FUNDO MUNICIPAL DO MEIO AMBIENTE - FMMA,2.0,20130905.0,0.0,,,20130905.0,8411600.0,,AVENIDA,LIBERDADE,3720,,SESI,58306000.0,PB,1937.0,83.0,86601559.0,,,,,ROSYMEDEIROS2@HOTMAIL.COM,,,1937.0,BAYEUX
34359986000102,50001,34359986,34359986,0001,02,1.0,FUNDO DO TRABALHO DE CAMPINA GRANDE - FT,2.0,20190524.0,0.0,,,20190524.0,8411600.0,,RUA,AGRIMENSOR JOSE DE BRITO,187,,LAURITZEN,58401396.0,PB,1981.0,83.0,99316405.0,,,,,EVASEMAS@GMAIL.COM,,,1981.0,CAMPINA GRANDE
34359986000102,606050,34359986,34359986,0001,02,1.0,FUNDO DO TRABALHO DE CAMPINA GRANDE - FT,2.0,20190524.0,0.0,,,20190524.0,8411600.0,,RUA,AGRIMENSOR JOSE DE BRITO,187,,LAURITZEN,58401396.0,PB,1981.0,83.0,99316405.0,,,,,EVASEMAS@GMAIL.COM,,,1981.0,CAMPINA GRANDE
34451210000118,90004,34451210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34470209000130,30001,34470209,34470209,0001,30,1.0,FMDCA,2.0,20190402.0,0.0,,,20190402.0,8800600.0,,RUA,ZOZIMO PEREIRA DA SILVA,77,,CENTRO,58326000.0,PB,1961.0,83.0,93233410.0,83.0,96478882.0,,,NATANTUBEZ@GMAIL.COM,,,1961.0,CAAPORA
34481497000129,80001,34481497,34481497,0001,29,1.0,CMDCA,2.0,20011206.0,0.0,,,20011206.0,9430800.0,9499500,PRACA,MANOEL FLORENTINO,0,TERREOSALA,CENTRO,58750000.0,PB,2061.0,83.0,34841245.0,,,,,PREFEITURAJURU@GMAIL.COM,,,2061.0,JURU
34559878000183,90003,34559878,34559878,0001,83,1.0,,2.0,20030603.0,0.0,,,20030603.0,8411600.0,8412400,RUA,VILA MARIANA,SN,,PASSAGEM VELHA,58734000.0,PB,2115.0,83.0,34218396,,,,,,,,2115.0,PASSAGEM
34573510000170,90004,34573510,34573510,0001,70,1.0,,2.0,20130409.0,0.0,,,20130409.0,8411600.0,,10A RUA,JANUNCIO CANDEIA,SN,,CENTRO,58733000.0,PB,2153.0,83.0,34250048.0,,,,,,,,2153.0,QUIXABA
34681061000183,50001,34681061,34681061,0001,83,1.0,FUNDO MUNICIPAL DA CRIANCA E DO ADOLESCENTE,2.0,20190827.0,0.0,,,20190827.0,8412400.0,8411600,RUA,ARSENIO ROLIM ARARUNA,601,ANDAR 1                   SALA  C,CENTRO,58900000.0,PB,1975.0,83.0,35317539.0,,,,,,,,1975.0,CAJAZEIRAS
34713612000143,90001,34713612,34713612,0001,43,1.0,,2.0,20190531.0,0.0,,,20190531.0,9311500.0,,RUA,JOAO VICENTE DE ALMEIDA,S/N,,EDILSON ALVES,58819000.0,PB,486.0,83.0,35441050.0,83.0,81220921.0,,,ROCHAUNOPAR@GMAIL.COM,,,486.0,MARIZOPOLIS
34755833000184,90201,34755833,34755833,0001,84,1.0,FUNDO MUNICIPAL DE DIREITO DA CRIANCA E DO ADOLESCENTE,2.0,20020405.0,0.0,,,20020405.0,9430800.0,9499500,PRACA,BOSSUET WANDERLEY,SN,,CENTRO,58723000.0,PB,2189.0,83.0,81077776.0,,,,,CELIASULPINO@HOTMAIL.COM,,,2189.0,SAO JOSE DE ESPINHARAS
34858507000100,90101,34858507,34858507,0001,00,1.0,FUNGEDEM,2.0,20190516.0,0.0,,,20190516.0,8411600.0,,PRACA,AMARO FERRAZ,56,,LIBERDADE,58300570.0,PB,2175.0,83.0,93821156.0,83.0,30335062.0,,,PROCURADORIAPMSR@GMAIL.COM,,,2175.0,SANTA RITA
34904527000162,90301,34904527,34904527,0001,62,1.0,FMDCA,2.0,19970828.0,0.0,,,19970828.0,8412400.0,,RUA,JOSE FERREIRA,05,,CENTRO,58725000.0,PB,2193.0,83.0,81393873.0,,,,,,,,2193.0,SAO JOSE DO BONFIM
34921783000168,340001,34921783,34921783,0001,68,1.0,SEMAS,2.0,19980728.0,0.0,,,19910816.0,8411600.0,,TRAVESSA,LOMAS VALENTINAS,2717,,MARCO/BELEM,66095770.0,PA,427.0,91.0,2765100,,,91.0,2768829,,,,427.0,BELEM
35006582000106,20001,35006582,35006582,0001,06,1.0,FMDDC,2.0,20050411.0,0.0,,,20050411.0,8411600.0,,RUA,PINHEIRO MACHADO,77,,SESI,58305220.0,PB,1937.0,83.0,86601559.0,,,,,ROSYMEDEIROS2@HOTMAIL.COM,,,1937.0,BAYEUX
35039681000186,20001,35039681,35039681,0001,86,1.0,GUARDA CIVIL MUNICIPAL DE BAYEUX,2.0,20230811.0,0.0,,,20060411.0,8424800.0,,RUA,SANTA TEREZA,77,,SESI,58306070.0,PB,1937.0,83.0,32534181.0,83.0,98916600.0,,,SEGURANCA@BAYEUX.PB.GOV.BR,,,1937.0,BAYEUX
35240596000181,60001,35240596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35268389000135,101015,35268389,35268389,0001,35,1.0,FUNDO ESTADUAL DO TRABALHO DO ESTADO DA PARAIBA - FET/P,2.0,20190905.0,0.0,,,20190905.0,8430200.0,,AVENIDA,PRESIDENTE EPITACIO PESSOA,2501,,ESTADOS,58030002.0,PB,2051.0,83.0,31334055.0,,,,,SEDHCONTADORES@GMAIL.COM,,,2051.0,JOAO PESSOA
35268389000135,900001,35268389,35268389,0001,35,1.0,FUNDO ESTADUAL DO TRABALHO DO ESTADO DA PARAIBA - FET/P,2.0,20190905.0,0.0,,,20190905.0,8430200.0,,AVENIDA,PRESIDENTE EPITACIO PESSOA,2501,,ESTADOS,58030002.0,PB,2051.0,83.0,31334055.0,,,,,SEDHCONTADORES@GMAIL.COM,,,2051.0,JOAO PESSOA
35492420000117,101066,35492420,35492420,0001,17,1.0,CAMARA MUNICIPAL CASA ARLINDO BATISTA DA COSTA,2.0,19980728.0,0.0,,,19910101.0,8411600.0,,RUA,MANOEL GALDINO,SN,,CENTRO,58167000.0,PB,2001.0,,,,,,,,,,2001.0,CUBATI
35492420000117,60001,35492420,35492420,0001,17,1.0,CAMARA MUNICIPAL CASA ARLINDO BATISTA DA COSTA,2.0,19980728.0,0.0,,,19910101.0,8411600.0,,RUA,MANOEL GALDINO,SN,,CENTRO,58167000.0,PB,2001.0,,,,,,,,,,2001.0,CUBATI
35497734000102,90101,35497734,35497734,0001,02,1.0,COMHAPAR,8.0,20081231.0,71.0,,,19910101.0,4330402.0,,AVENIDA,JUAREZ TAVORA,93,SALA 03,CENTRO,58300410.0,PB,2175.0,,,,,,,,,,2175.0,SANTA RITA
35501733000194,303095,35501733,35501733,0001,94,1.0,MATERNIDADE CANDIDA VARGAS,2.0,20181123.0,0.0,,,19910201.0,8411600.0,,AVENIDA,COREMAS,SN,,JAGUARIBE,58013430.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
35501733000194,80001,35501733,35501733,0001,94,1.0,MATERNIDADE CANDIDA VARGAS,2.0,20181123.0,0.0,,,19910201.0,8411600.0,,AVENIDA,COREMAS,SN,,JAGUARIBE,58013430.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
35506690000130,10001,35506690,35506690,0001,30,1.0,CASA LEOVEGILDO AMORIM,2.0,19980728.0,0.0,,,19910401.0,8411600.0,,RUA,NOSSA SENHORA DA PENHA,SN,,CENTRO,58295000.0,PB,1929.0,,,,,,,,,,1929.0,BAIA DA TRAICAO
35506690000130,101019,35506690,35506690,0001,30,1.0,CASA LEOVEGILDO AMORIM,2.0,19980728.0,0.0,,,19910401.0,8411600.0,,RUA,NOSSA SENHORA DA PENHA,SN,,CENTRO,58295000.0,PB,1929.0,,,,,,,,,,1929.0,BAIA DA TRAICAO
35576651000109,303050,35576651,35576651,0001,09,1.0,SUPERINTENDENCIA DE TRANSITO E TRANSPORTES PUBLICOS,2.0,19980728.0,0.0,,,19910701.0,8411600.0,,AVENIDA,PREFEITO SEVERINO CABRAL,1140,,CATOLE,58410185.0,PB,1981.0,83.0,88528575,0.0,88528575.0,0.0,00000000,CARLO@CNORBERTO.COM.BR,,,1981.0,CAMPINA GRANDE
35576651000109,50001,35576651,35576651,0001,09,1.0,SUPERINTENDENCIA DE TRANSITO E TRANSPORTES PUBLICOS,2.0,19980728.0,0.0,,,19910701.0,8411600.0,,AVENIDA,PREFEITO SEVERINO CABRAL,1140,,CATOLE,58410185.0,PB,1981.0,83.0,88528575,0.0,88528575.0,0.0,00000000,CARLO@CNORBERTO.COM.BR,,,1981.0,CAMPINA GRANDE
35576669000100,101131,35576669,35576669,0001,00,1.0,CASA DE JOSE ANTONIO DA COSTA OLIVEIRA,2.0,19980728.0,0.0,,,19910801.0,8411600.0,,RUA,SEBASTIAO CORDEIRO DA COSTA,172,,CENTRO,58160000.0,PB,2111.0,83.0,33891002,83.0,33891039.0,,,,,,2111.0,OLIVEDOS
35576669000100,90002,35576669,35576669,0001,00,1.0,CASA DE JOSE ANTONIO DA COSTA OLIVEIRA,2.0,19980728.0,0.0,,,19910801.0,8411600.0,,RUA,SEBASTIAO CORDEIRO DA COSTA,172,,CENTRO,58160000.0,PB,2111.0,83.0,33891002,83.0,33891039.0,,,,,,2111.0,OLIVEDOS
35578012000182,101193,35578012,35578012,0001,82,1.0,CASA DEPUTADO ALVARO GAUDENCIO DE QUEIROZ,2.0,19980728.0,0.0,,,19910901.0,8411600.0,,RUA,EULAMPIA SOUSA E SILVA,SN,,CENTRO,58570000.0,PB,2197.0,,,,,,,,,,2197.0,SAO JOSE DOS CORDEIROS
35578012000182,90301,35578012,35578012,0001,82,1.0,CASA DEPUTADO ALVARO GAUDENCIO DE QUEIROZ,2.0,19980728.0,0.0,,,19910901.0,8411600.0,,RUA,EULAMPIA SOUSA E SILVA,SN,,CENTRO,58570000.0,PB,2197.0,,,,,,,,,,2197.0,SAO JOSE DOS CORDEIROS
35746665000123,701078,35746665,35746665,0001,23,1.0,CONSORCIO IRMA LUCIANA,2.0,20210504.0,0.0,,,20191009.0,8411600.0,9430800,RUA,RUA MONSENHOR MANOEL PEREIRA,SN,CASA  CONSORCIO IRMA LUCIA,CENTRO,58135000.0,PB,2021.0,83.0,33613801.0,,,,,BCR.CONTABILIDADE@OUTLOOK.COM,,,2021.0,ESPERANCA
35760046000193,90301,35760046,35760046,0001,93,1.0,,2.0,20041230.0,0.0,,,20041230.0,8412400.0,,RUA,ANTERO TORREAO,SN,,CENTRO,58570000.0,PB,2197.0,83.0,33091109.0,,,,,,,,2197.0,SAO JOSE DOS CORDEIROS
35816288000151,80001,35816288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35857380000160,30001,35857380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36055588000128,90003,36055588,36055588,0001,28,1.0,FUNDO DE HONORARIOS SUCUMBENCIAIS - FHS,2.0,20191206.0,0.0,,,20191206.0,8411600.0,,RUA,PRESIDENTE EPITACIO PESSOA,91,,CENTRO,58700020.0,PB,2117.0,83.0,96041600.0,,,,,,,,2117.0,PATOS
36092833000177,90003,36092833,36092833,0001,77,1.0,GUARDA MUNICIPAL DE PATOS,2.0,20110914.0,0.0,,,20110914.0,8424800.0,,RUA,ELEONORA XAVIER,87,APT   103,MORADA DO SOL,58703370.0,PB,2117.0,83.0,87081636.0,,,,,ANDRE.FERNANDES2007@HOTMAIL.COM,,,2117.0,PATOS
36275739000153,90001,36275739,36275739,0001,53,1.0,EMPREENDER MARI,2.0,20170317.0,0.0,,,20170317.0,8411600.0,,RUA,ANTONIO DE LUNA FREIRE,421,,CENTRO,58345000.0,PB,2083.0,83.0,96857399.0,,,,,,,,2083.0,MARI
36306716000169,90201,36306716,36306716,0001,69,1.0,FMDDM,2.0,20170612.0,0.0,,,20170612.0,9430800.0,"9493600,9499500",PRACA,TIRADENTES,SN,,CENTRO,58865000.0,PB,2179.0,83.0,33442207.0,,,,,YNNA0707@HOTMAIL.COM,,,2179.0,SAO BENTO
36448732000196,90002,36448732,36448732,0001,96,1.0,FMDPD,2.0,20140521.0,0.0,,,20140521.0,8411600.0,,RUA,PROFESSORA MARIA DA SALETE,260,CASA  PROXIMO AO CT,ALTO SAO VICENTE,58500000.0,PB,2095.0,83.0,33511810.0,,,,,SMDSMONTEIROPB@GMAIL.COM,,,2095.0,MONTEIRO
36614645000161,10001,36614645,36614645,0001,61,1.0,PROCURADORIA GERAL DO MUNICIPIO DE ALAGOA GRANDE,2.0,20170920.0,0.0,,,20170920.0,8411600.0,,RUA,RUA CONEGO FIRMINO CAVALCANTE,SN,ANEXO SALA 02,CENTRO,58388000.0,PB,1905.0,83.0,96857399.0,,,,,ALVERGADOUGLAS@HOTMAIL.COM,,,1905.0,ALAGOA GRANDE
36814674000177,101015,36814674,36814674,0001,77,1.0,FUNDO ESTADUAL DE SEGURANCA E DEFESA SOCIAL DA PB,2.0,20191116.0,0.0,,,20191116.0,8411600.0,8424800,AVENIDA,HILTON SOUTO MAIOR,SN,EDIF  SEDE DA SESDS/PB,MANGABEIRA,58055018.0,PB,2051.0,83.0,32139015.0,83.0,88391158.0,,,CONVENIOS@SESDS.PB.GOV.BR,,,2051.0,JOAO PESSOA
36814674000177,460001,36814674,36814674,0001,77,1.0,FUNDO ESTADUAL DE SEGURANCA E DEFESA SOCIAL DA PB,2.0,20191116.0,0.0,,,20191116.0,8411600.0,8424800,AVENIDA,HILTON SOUTO MAIOR,SN,EDIF  SEDE DA SESDS/PB,MANGABEIRA,58055018.0,PB,2051.0,83.0,32139015.0,83.0,88391158.0,,,CONVENIOS@SESDS.PB.GOV.BR,,,2051.0,JOAO PESSOA
37079594000188,70001,37079594,37079594,0001,88,1.0,COMPDEC,2.0,20051116.0,0.0,,,20051116.0,8425600.0,,RUA,MANOEL INACIO DE ARAUJO,SN,,ALTO DAS NEVES,58780000.0,PB,2041.0,83.0,99747976.0,,,,,DEFESACIVIL@ITAPORANGA.PB.GOV.BR,,,2041.0,ITAPORANGA
37351306000100,101013,37351306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37587111000156,101015,37587111,37587111,0001,56,1.0,FARPEN PB,2.0,20031003.0,0.0,,,20031003.0,6630400.0,,RUA,AFONSO CAMPOS,110,ANDAR 01                  SALA  02,CENTRO,58013380.0,PB,2051.0,83.0,35664222.0,,,,,RMBARRETO@UOL.COM.BR,,,2051.0,JOAO PESSOA
37587111000156,910001,37587111,37587111,0001,56,1.0,FARPEN PB,2.0,20031003.0,0.0,,,20031003.0,6630400.0,,RUA,AFONSO CAMPOS,110,ANDAR 01                  SALA  02,CENTRO,58013380.0,PB,2051.0,83.0,35664222.0,,,,,RMBARRETO@UOL.COM.BR,,,2051.0,JOAO PESSOA
37931033000165,70001,37931033,37931033,0001,65,1.0,FUMTUR,2.0,20190604.0,0.0,,,20190604.0,7990200.0,8413200,RUA,PREF ANTONIO RAMALHO DINIZ,26,ANEXO PREDIO,CENTRO,58980000.0,PB,2033.0,83.0,34541035.0,83.0,86142958.0,83.0,99999999,FUMTURIBIARA@GMAIL.COM,,,2033.0,IBIARA
38046509000148,80001,38046509,38046509,0001,48,1.0,FUNDO MUNICIPAL DE CULTURA,2.0,20140617.0,0.0,,,20140617.0,8411600.0,,PRACA,MANOEL FLORENTINO DE MEDEIROS,29,EDIF  TERREO,CENTRO,58750000.0,PB,2061.0,83.0,34841245.0,83.0,98068640.0,83.0,98026460.0,EXATUSAC@GMAIL.COM,,,2061.0,JURU
38100522000138,10001,38100522,38100522,0001,38,1.0,FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENT,2.0,20200511.0,0.0,,,20200511.0,8412400.0,,RUA,RUA GAMA ROSA,SN,,CENTRO,58396000.0,PB,1917.0,83.0,30231872.0,,,,,CONTATO@ERICKCUNEGUNDES.COM.BR,,,1917.0,ARARA
38111778000140,101015,38111778,38111778,0001,40,1.0,,2.0,20200702.0,0.0,,,20200702.0,8660700.0,"7210000,8412400,8610101,8610102,8621602,8622400,8630501,8630502,8630503,8630504,8630599,8640202,8640203,8640204,8640205,8640206,8640208",AVENIDA,SAO PAULO,104,,ESTADOS,58030040.0,PB,2051.0,83.0,32119064.0,83.0,99600558.0,,,,,,2051.0,JOAO PESSOA
38116821000160,101005,38116821,38116821,0001,60,1.0,FUNDO MUNICIPAL DE CULTURA DO MUNICIPIO DE TAVARES,2.0,20140714.0,0.0,,,20140714.0,8412400.0,"5914600,8230001,8592903,9001902,9001999,9101500,9102301",RUA,ANA PEREIRA LIMA,SN,,CENTRO,58753000.0,PB,2233.0,83.0,34501041.0,83.0,34501124.0,,,PREFEITURA@TAVARES.PB.GOV.BR,,,2233.0,TAVARES
39416684000142,50001,39416684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39423337000147,50001,39423337,39423337,0001,47,1.0,,2.0,20200305.0,0.0,,,20200305.0,8800600.0,,RUA,MANOEL MARTINS PEREIRA DE BARROS,SN,,CENTRO,58480000.0,PB,1963.0,83.0,88473650.0,,,,,ROMULO-87@HOTMAIL.COM,,,1963.0,CABACEIRAS
39455882000115,90003,39455882,39455882,0001,15,1.0,SISTEMA MUNICIPAL DE CULTURA DE PITIMBU - SMC,2.0,20200916.0,0.0,,,20200916.0,8412400.0,,RUA,PADRE JOSE JOAO,31,,CENTRO,58324000.0,PB,2139.0,83.0,99266694.0,,,,,JOCESAM@GMAIL.COM,,,2139.0,PITIMBU
39494376000135,90003,39494376,39494376,0001,35,1.0,,2.0,20180906.0,0.0,,,20180906.0,8411600.0,,AVENIDA,SENADOR RUY CARNEIRO,378,,CENTRO,58273000.0,PB,500.0,83.0,32951072.0,,,,,,,,500.0,PEDRO REGIS
39585487000157,10001,39585487,39585487,0001,57,1.0,FMDCA,2.0,20190409.0,0.0,,,20190409.0,8411600.0,,RUA,RUA EPITACIO PESSOA,00,,CENTRO,58397000.0,PB,1921.0,83.0,33622288.0,,,,,PREFEITURADEAREIA@AREIA.PB.GOV.BR,,,1921.0,AREIA
39830273000107,60001,39830273,39830273,0001,07,1.0,,2.0,20150402.0,0.0,,,20150402.0,8412400.0,,ESTRADA ESTADUAL,RODOVIA DOS TABAJARAS PB - 018 KM 03,S/N,,CENTRO,58322000.0,PB,1993.0,83.0,91055729.0,,,,,ANACANDIDAARIBEIRO@GMAIL.COM,,,1993.0,CONDE
39972318000170,90301,39972318,39972318,0001,70,1.0,CMDCA,2.0,19970828.0,0.0,,,19970828.0,9430800.0,"9493600,9499500",RUA,MANOEL MONTEIRO,SN,SALA  C,CENTRO,58725000.0,PB,2193.0,83.0,81279025.0,,,,,,,,2193.0,SAO JOSE DO BONFIM
40017463000180,60001,40017463,40017463,0001,80,1.0,FUNDO MUNICIPAL DA EDUCACAO,2.0,20200825.0,0.0,,,20200825.0,8550302.0,,RUA,TENENTE IRINEU LACERDA,84,,CENTRO,58990000.0,PB,2007.0,83.0,98772672.0,,,,,PREVICONCONTABILIDADE@GMAIL.COM,,,2007.0,CURRAL VELHO
40348840000164,90301,40348840,40348840,0001,64,1.0,,2.0,20180601.0,0.0,,,20180601.0,8550302.0,,RUA,CAPITAO MANOEL JORGE,31,CASA  CASA,CENTRO,58758000.0,PB,528.0,83.0,98754527.0,,,,,PREVICONCONTABILIDADE@GMAIL.COM,,,528.0,SAO JOSE DE PRINCESA
40669170000188,90101,40669170,40669170,0001,88,1.0,AGENCIA REGULADORA DO MUNICIPIO DE SANTA RITA AR-SR,2.0,20231219.0,0.0,,,20190816.0,8413200.0,,RUA,VIRGINIO VELOSO BORGES,SN,ANEXO QUADRA 50 LT 26 A,LOTEAMENTO JARDIM MIRITANIA,58300270.0,PB,2175.0,83.0,96857399.0,83.0,87220002.0,,,ALVERGADOUGLAS@HOTMAIL.COM,,,2175.0,SANTA RITA
40949471000165,101103,40949471,40949471,0001,65,1.0,CASA NAPOLEAO COUTINHO,2.0,19980728.0,0.0,,,19920301.0,8411600.0,,RUA,CICERO FAUSTINO,584,,CENTRO,58117000.0,PB,2067.0,83.0,33661100,83.0,33661543,83.0,33661543,bbiwagner@gmail.com,,,2067.0,LAGOA SECA
40949471000165,90001,40949471,40949471,0001,65,1.0,CASA NAPOLEAO COUTINHO,2.0,19980728.0,0.0,,,19920301.0,8411600.0,,RUA,CICERO FAUSTINO,584,,CENTRO,58117000.0,PB,2067.0,83.0,33661100,83.0,33661543,83.0,33661543,bbiwagner@gmail.com,,,2067.0,LAGOA SECA
40954992000100,101015,40954992,40954992,0001,00,1.0,FAPEP,8.0,20051112.0,1.0,,,19910901.0,8411600.0,,AVENIDA,PRES EPITACIO PESSOA,1800,,TAMBAUZINHO,58040000.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
40954992000291,101015,40954992,40954992,0002,91,2.0,FUNCETI,8.0,20051112.0,1.0,,,19920801.0,8520100.0,,AVENIDA,JOAO MACHADO,109,CASA 1 ANDAR,CENTRO,58013520.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
40955403000109,302095,40955403,40955403,0001,09,1.0,,2.0,19980728.0,0.0,,,19911201.0,8430200.0,,RUA,ENGO CLODOALDO GOUVEIA,166,,CENTRO,58013370.0,PB,2051.0,83.0,32221005,83.0,32221545.0,,,SORAIAMONTEIRO@IPMJP.PB.GOV.BR,,,2051.0,JOAO PESSOA
40955403000109,80001,40955403,40955403,0001,09,1.0,,2.0,19980728.0,0.0,,,19911201.0,8430200.0,,RUA,ENGO CLODOALDO GOUVEIA,166,,CENTRO,58013370.0,PB,2051.0,83.0,32221005,83.0,32221545.0,,,SORAIAMONTEIRO@IPMJP.PB.GOV.BR,,,2051.0,JOAO PESSOA
40971152000156,101015,40971152,40971152,0001,56,1.0,DEFENSOR DO PATRIMONIO HISTORICO E ARTISTICO DA PARAIBA,2.0,19990227.0,0.0,,,19920101.0,8411600.0,,AVENIDA,JOAO MACHADO,348,,CENTRO,58013520.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
40971152000156,330901,40971152,40971152,0001,56,1.0,DEFENSOR DO PATRIMONIO HISTORICO E ARTISTICO DA PARAIBA,2.0,19990227.0,0.0,,,19920101.0,8411600.0,,AVENIDA,JOAO MACHADO,348,,CENTRO,58013520.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
40975997000110,101015,40975997,40975997,0001,10,1.0,,3.0,20220803.0,21.0,,,19920114.0,6010100.0,,,LOC  CORREDOR D PEDRO II,S N,,TORRE,58013420.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
40981516000189,101015,40981516,40981516,0001,89,1.0,EMPASA,2.0,20230427.0,0.0,,,19920401.0,161099.0,"0161001,0161003,4623109",RUA,RANIERE MAZILLI,SN,,CRISTO REDENTOR,58071000.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
40981516000260,101015,40981516,40981516,0002,60,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",AVENIDA,LIBERDADE,3015,,CENTRO,58306000.0,PB,1937.0,,,,,,,,,,1937.0,BAYEUX
40981516000340,101015,40981516,40981516,0003,40,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,DOUTOR VASCONCELOS,SN,,ALTO BRANCO,58102500.0,PB,1981.0,,,,,,,,,,1981.0,CAMPINA GRANDE
40981516000421,101015,40981516,40981516,0004,21,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",AVENIDA,JOAO DA MATA,90,,CENTRO,58700080.0,PB,2117.0,,,,,,,,,,2117.0,PATOS
40981516000502,101015,40981516,40981516,0005,02,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",AVENIDA,LIBERDADE,3015 A,,CENTRO,58306000.0,PB,1937.0,,,,,,,,,,1937.0,BAYEUX
40981516000693,101015,40981516,40981516,0006,93,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",RUA,ALMEIDA BARRETO,261,,CENTRO,58013463.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
40981516000774,101015,40981516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40981516000855,101015,40981516,40981516,0008,55,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",AVENIDA,JOAO SUASSUNA,101,,CENTRO,58340000.0,PB,2207.0,,,,,,,,,,2207.0,SAPE
40981516000936,101015,40981516,40981516,0009,36,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",,LARG LARGO DA PRACA,SN,,CENTRO,58330000.0,PB,2059.0,,,,,,,,,,2059.0,JURIPIRANGA
40981516001070,101015,40981516,40981516,0010,70,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",PRACA,VINTE E QUATRO DE MAIO,18,,CENTRO,58360000.0,PB,2039.0,,,,,,,,,,2039.0,ITABAIANA
40981516001150,101015,40981516,40981516,0011,50,2.0,EMPASA,2.0,20230427.0,0.0,,,19921101.0,161099.0,"0161001,0161003",AVENIDA,PRES JOAO PESSOA,3,,CENTRO,58380000.0,PB,2037.0,,,,,,,,,,2037.0,INGA
